		raw count							19 (16.1%)	65 (55.08%)	2 (1.69%)	14 (11.86%)	118 (100%)	118	117	81	61 (51.69%)	35 (29.66%)	32 (27.11%)	21 (17.79%)	61 (51.69%)	10 (8.47%)		86	74	68	24	37	50	20	22	54	0	27	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	6 (5.08%)	11 (9.32%)	30 (25.42%)	30	28 (23.72%)	24 (20.33%)	22	26	27	#DIV/0!	11		#DIV/0!	68	18	58	#DIV/0!	#DIV/0!	#DIV/0!		
ASE	Ding, Yangruibo, et al	Patching as translation: the data and the metaphor.	2020	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3324884.3416587	78	Ding, Yangruibo, et al. "Patching as translation: the data and the metaphor." Proceedings of the 35th IEEE/ACM International Conference on Automated Software Engineering. 2020.	neural machine translation; big code; sequence-to-sequence model; automated program repair;	Software and its engineering; Software notations and tools; Software maintenance tools; 	FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	This paper explores the subtle differences between sequence-to-sequence and translation models when applied to software engineering tasks.  The authors present a principled approach to model design for bug repair, using findings from empirical studies and general knowledge of software engineering.  PDR NOTE: The authors focus on one-line bug fixes and note that most of the tokens are preserved in fix from the original buggy line -- is this simply the result of this choice of focusing on one-liners?	This paper is a bit of a feasibility study of program repair as a translation task.  The authors focus on seq2seq models for program repair. "We collect our bugs from the history of the 10,235 most-starred Java repositories on Github on March 30th, 2020. We analyzed each project's entire commit history and extracted any commits that altered precisely a single line in a single Java file, disregarding any (spurious) changes to whitespace. We then compared the corresponding commit messages against a relatively simple keyword-based check to heuristically find commits labeled as e.g., "fix" or "bug". ... This process resulted in ~60k bug fixes across 8,644 projects in our dataset."	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	60k bug-fixes from 8,644 screened Java Github open-source projects		Yes	not available	Yes	https://github.com/ARiSE-Lab/Patch-as-translation	not reported	not reported								FALSE	FALSE	TRUE	"vanilla Transformer" model	TRUE	TRUE	references "attention is all you need" wrt transformer		impact of context-size is studied in this evaluation	FALSE		GitHub open-source Java projects	TRUE	perfect line; variable context size	authors apply BPE (byte-pair-encoding) as subtokenization mechanism	summary, percentage top-[1,5,25]	FALSE	FALSE	not defined in paper, but from context, the authors use the developer provided patch as the expected repair		
ASE	Hu, Yang, et al	Re-factoring based program repair applied to programming assignments.	2019	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1109/ASE.2019.00044	79	Hu, Yang, et al. "Re-factoring based program repair applied to programming assignments." 2019 34th IEEE/ACM International Conference on Automated Software Engineering (ASE). IEEE, 2019.	Program Repair; Programming Education; Software Refactoring;		FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	This paper presents an automated approach to generate repairs for student/novice programs in "real-time". Their approach requires a number of pre-existing correct solutions, which are refactored to some semantically-equivalent solution. When a failing input is provided as input, its refactoring is compared to those correct solutions in order to find a version that most closely matches its control flow structure.		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	student submissions from an intro Python course (NUS)	Refactory									Clara					FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE			FALSE	CFG alignment w/ known good CFGs		summary, subgroup summaries	FALSE	FALSE	not applicable ("correct" refers to suite of existing known correct solutions to programming assignment)		
ASE	Endres, Madeline, et al	Infix: Automatically repairing novice program inputs.	2019	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1109/ASE.2019.00045	80	Endres, Madeline, et al. "Infix: Automatically repairing novice program inputs." 2019 34th IEEE/ACM International Conference on Automated Software Engineering (ASE). IEEE, 2019.	input repair; novice programs; human study;		FALSE	FALSE	FALSE	FALSE	TRUE	Pemma	This paper presents an approach to automatically fix program inputs, primarily targeting errors produced by novice programmers. Their implementation, InFix, focuses on repairing Python program. ~26K unique scenarios from Python Tutor, an online programming tutoring environment, are used to evaluate their implementation.		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	custom benchmark crafted from Python Tutor	InFix					Yes (median, average runtime costs reported)	Yes (Ubuntu 18.04.2 LTS, 4.3GHz Intel i7-7740X quad-core CPU w/ 32GB mem)	not use case							FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE		scenarios from Python Tutor	FALSE	Error Message (python)		summary, subgroup summaries	FALSE	FALSE	not applicable		
ASE	Cashin, Padraic, et al	Understanding automatically-generated patches through symbolic invariant differences.	2019	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1109/ASE.2019.00046	81	Cashin, Padraic, et al. "Understanding automatically-generated patches through symbolic invariant differences." 2019 34th IEEE/ACM International Conference on Automated Software Engineering (ASE). IEEE, 2019.		Software and its engineering; Software creation and management; Software verification and validation; Software defect analysis; Software testing and debugging; 	FALSE	FALSE	FALSE	FALSE	TRUE	Pemma	Using program invariants, program patches can be categorically classified into semantically similar clusters, reducing the effort required to evaluate patches (from all patches to unique clusters)		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ManyBugs (5), Defects4J (7)	PatchPart					Not reported	Not reported	not reported		Daikon					FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE			FALSE				FALSE	FALSE	not applicable		
ASE	Ghanbari, Ali, and Lingming Zhang	PraPR: Practical program repair via bytecode mutation.	2019	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1109/ASE.2019.00116	82	Ghanbari, Ali, and Lingming Zhang. "PraPR: Practical program repair via bytecode mutation." 2019 34th IEEE/ACM International Conference on Automated Software Engineering (ASE). IEEE, 2019.	Program Repair; JVM Bytecode; Mutation Testing;	Software and its engineering; Software creation and management; Software verification and validation; Software defect analysis; Software testing and debugging; 	TRUE	FALSE	FALSE	FALSE	TRUE	Pemma	Tool demonstration for "Toward practical automatic program repair." ...	Uses decompiled versions to situate repair in context of original source code.	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	Defects4J (v1.2.0, v1.4.0)	PraPR	Yes			https://github.com/prapr/prapr			not reported							FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE			FALSE	JVM-instruction SBFL (Ochiai)		summary	FALSE	FALSE	"correct" patches are equivalent to developer patches		
ASE	Soto, Mauricio	Improving patch quality by enhancing key components of automatic program repair.	2019	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1109/ASE.2019.00147	83	Soto, Mauricio. "Improving patch quality by enhancing key components of automatic program repair." 2019 34th IEEE/ACM International Conference on Automated Software Engineering (ASE). IEEE, 2019.	Automatic Program Repair; Patch Quality;	Software and its engineering; Software creation and management; Software verification and validation; Software defect analysis; Software testing and debugging; 	TRUE	FALSE	FALSE	FALSE	TRUE	Pemma	Not full paper: proposes improving test suite quality, mutation operator selection, and patch consolidation improves quality of plausible patches.		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE			FALSE				FALSE	FALSE	"incorrect" does not generalize to an oracle evaluation (e.g., a knowledgeable developer or a held-out independently created test suite)		
ASE	Sharma, Vaibhav	Automatically repairing binary programs using adapter synthesis.	2019	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1109/ASE.2019.00149	84	Sharma, Vaibhav. "Automatically repairing binary programs using adapter synthesis." 2019 34th IEEE/ACM International Conference on Automated Software Engineering (ASE). IEEE, 2019.	automated program repair; adapter synthesis; binary analysis; symbolic execution;		TRUE	FALSE	FALSE	FALSE	TRUE	Pemma	Not full paper: Uses "adapter synthesis" with code transplantation-like mechanism	automated binary repair via "adapter synthesis"; this is a little all over the place, they mention binary repair, but they're performing symbolic analysis/synthesis at source-level in their motivation.  Seems similar to using clone/patch detection with adaptation like CodePhage...and there is a reference to CodePhage .. and SCRepair.	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	DARPA-CGC						Not reported	Not reported								FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE			FALSE	not reported			FALSE	FALSE	"The correct fix should pass all available tests."		
ASE	Ghanbari, Ali	Toward practical automatic program repair.	2019	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1109/ASE.2019.00156	85	Ghanbari, Ali. "Toward practical automatic program repair." 2019 34th IEEE/ACM International Conference on Automated Software Engineering (ASE). IEEE, 2019.	Program Repair; JVM Bytecode; Mutation Testing;	Software and its engineering; Software creation and management; Software verification and validation; Software defect analysis; Software testing and debugging;	TRUE	FALSE	FALSE	FALSE	TRUE	Pemma	Not full paper: The authors present a "general APR" tool that operates at the level of JVM bytecode and employs 44 mutators (18 traditional, 12 replacement, 14 check insertion).	authors subdivide APR into "dynamic repair" and "generate and validate", weird. ant the authors are totally high on their own supply? PraPR success rate on Defects4J v1.2.0 - 43 / 395, v1.4.0 deltas - 12 / 192;  Author discusses Schulte's 2010 paper as "possibility to evolve assembly code", but neglects to cite the later paper that implements it, then claims their tool is the first APR technique at the bytecode level. BOOOOO BOOOOOOO BOOOOO	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	Defects4J (v1.2.0, v1.4.0)	PraPR	Yes			https://github.com/prapr/prapr	Not reported	Not reported	not reported							FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE			FALSE	not reported		summary	FALSE	FALSE	"correct" - semantically equivalent to developer patches		
ASE	Lin, Huarui, et al	Pfix: fixing concurrency bugs based on memory access patterns.	2018	https://dl-acm-org.ezproxy1.lib.asu.edu/doi/10.1145/3238147.3238198	86	Lin, Huarui, et al. "Pfix: fixing concurrency bugs based on memory access patterns." Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering. 2018.	Multi-threading; Concurrency bugs; Memory-access pattern; Locking policy; Automatic fixing;	Software and its engineering; Software creation and management; Software verification and validation; Software defect analysis; Software testing and debugging;	FALSE	FALSE	FALSE	FALSE	TRUE	Pemma	Heisenbugs are difficult to fix, and may be the result of specific schedule that results in the problematic set of locking events. The authors infer locking policies from failure-inducing memory-access patterns, speculate what locking pattern was intended, then implement locking pattern such that failing memory-access pattern is rendered impossible. The authors' system PFix is able to fix 19 of 23 concurrency Java bugs that previous SOA tool (Grail) could only fix 3.		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Java programs from {SIR repository, Pecan, JaConTeBe}		Yes		Yes	https://github.com/PFixConcurrency/Fix  https://github.com/PFixConcurrency/FixExamples 	Yes (runtime per bug reported in Table 3)	Yes (CPU 3.4GHz w/ 16GB mem)			Grail					FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE		SIR, Pecan, JaConTeBe	FALSE			per bug info	FALSE	FALSE	"correct" - manual inspection of fixes		
EMSE	Namavar, Marjane, Noor Nashid, and Ali Mesbah	A controlled experiment of different code representations for learning-based program repair.	2022	https://link-springer-com.ezproxy1.lib.asu.edu/article/10.1007/s10664-022-10223-5	87	Namavar, Marjane, Noor Nashid, and Ali Mesbah. "A controlled experiment of different code representations for learning-based program repair." Empirical Software Engineering 27.7 (2022): 190.	Program repair; Deep learning; Code representation; Controlled experiment;	Program repair; Deep learning; Code representation; Controlled experiment; 	FALSE	TRUE	FALSE	TRUE	TRUE	Pemma	This paper focuses on which input code representation (which parts of code and in what format should be included in the vectorization of code, i.e., the input to ML techniques) learning-based. The authors solely focus on "name-related" bugs (e.g., swapped function parameters, wrong binary operators, et al.)	The authors deduplicated test and training datasets, performed after data extraction phase and before converting data into code representations. "In this study, we focus on learning from short buggy statements without context[.]"	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	code corpus from open-source JavaScript projects from GitHub (150k JavaScript files with 68.6 MLOC)	Reptory	Yes	No	Yes	https://github.com/annon-reptory/reptory	Yes (per bug-type training, ranges from 4.75 hours to 41.32 hours)	Yes (CPU Intel Xeon 2.5GHz w/ 62GB mem)								FALSE	FALSE	TRUE	Tensorflow NMT (unidirection with LSTM as recurrent unit, Encoder-decoder)	TRUE	TRUE	scaled Luong attention	Not reported	Embedding size = 512, no context	FALSE			TRUE	Perfect Line; no context			FALSE	FALSE	"correct" not well defined, but based on context refers to consistent with developer-provided patch		
